Date,Entreprise,Poste,Email,Contact,Statut,Score,Lien,Notes
2026-06-20,ED-AI,?,?@?,?,Applied,?,https://ats.welcometothejungle.com/board/ed-ai-jRSXrR/job/ea7fe5d7-76f7-4ebf-8d40-f4356ef7c01d/details,Pas de lettre demandée - besoin d'identifier entreprise/contact
